InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C21H20O11/c22-9-5-11(23)15-12(24)7-13(31-14(15)6-9)8-1-3-10(4-2-8)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,12,16-19,21-27H,(H,28,29)",YXMFVTRSMAHAJE-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=CC=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C3)=C(O)C=C(O)C2,,,C21H20O11,448.10056146,0.24229999999999802,1,1,1,BTM00014,BTM00014,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00001,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,12,16-19H",TWLIHXQWVLTBCS-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C15H12O8S/c16-9-3-1-8(2-4-9)13-7-12(18)15-11(17)5-10(6-14(15)22-13)23-24(19,20)21/h1-7,12,16-18H,(H,19,20,21)",ULHIYYOJVAQGNW-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(OS(O)(=O)=O)C2,,,C15H12O8S,352.02528834400005,1.2009999999999996,0,1,1,BTM00015,BTM00015,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00001,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,12,16-19H",TWLIHXQWVLTBCS-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C15H12O8S/c16-9-3-1-8(2-4-9)12-7-11(18)15-13(22-12)5-10(17)6-14(15)23-24(19,20)21/h1-7,11,16-18H,(H,19,20,21)",WFCPJZDGDWSXDV-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(OS(O)(=O)=O)C=C(O)C2,,,C15H12O8S,352.025288344,1.2009999999999996,0,1,1,BTM00016,BTM00016,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00001,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,12,16-19H",TWLIHXQWVLTBCS-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C15H12O8S/c16-9-5-11(17)15-12(18)7-13(22-14(15)6-9)8-1-3-10(4-2-8)23-24(19,20)21/h1-7,12,16-18H,(H,19,20,21)",ZKTAFGUNTUVPFQ-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=CC=C(OS(O)(=O)=O)C=C3)=C(O)C=C(O)C2,,,C15H12O8S,352.025288344,1.2009999999999996,0,1,1,BTM00017,BTM00017,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00001,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,12,16-19H",TWLIHXQWVLTBCS-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C15H12O8S/c16-9-3-1-8(2-4-9)12-7-14(23-24(19,20)21)15-11(18)5-10(17)6-13(15)22-12/h1-7,14,16-18H,(H,19,20,21)",PQHZVTLKEINPFZ-UHFFFAOYSA-N,O1C=2C(C(OS(O)(=O)=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,,,C15H12O8S,352.025288344,1.3584999999999998,0,1,1,BTM00018,BTM00018,Sulfation of secondary alcohol,BTMR0502,EC 2.8.2.2,HUMAN,BTM00001,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,12,16-19H",TWLIHXQWVLTBCS-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C16H14O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-8,13,17-19H,1H3",ZKYNKKHUVIDQKT-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(OC)C2,,,C16H14O5,286.084123548,2.1887999999999996,0,1,1,BTM00019,BTM00019,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00001,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,12,16-19H",TWLIHXQWVLTBCS-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C16H14O5/c1-20-14-6-11(18)7-15-16(14)12(19)8-13(21-15)9-2-4-10(17)5-3-9/h2-8,12,17-19H,1H3",XJDTZUREHVPVNF-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(O)C2,,,C16H14O5,286.084123548,2.1887999999999996,0,1,1,BTM00020,BTM00020,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00001,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,12,16-19H",TWLIHXQWVLTBCS-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C16H14O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-8,13,17-19H,1H3",SBQMPWUJTLOORV-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(O)C2,,,C16H14O5,286.084123548,2.1887999999999996,0,1,1,BTM00021,BTM00021,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00001,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,12,16-19H",TWLIHXQWVLTBCS-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C16H14O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-8,13,17-19H,1H3",ZKYNKKHUVIDQKT-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(OC)C2,,,C16H14O5,286.084123548,2.1887999999999996,0,1,1,BTM00019,BTM00019,Reduction of carbonyl,BTMR0368,EC 1.1.1.184,HUMAN,BTM00005,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",JPMYFOBNRRGFNO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C22H20O11/c1-30-11-6-14-16(12(24)8-13(31-14)9-2-4-10(23)5-3-9)15(7-11)32-22-19(27)17(25)18(26)20(33-22)21(28)29/h2-8,17-20,22-23,25-27H,1H3,(H,28,29)",WCHDWMCFNKBLNA-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C(OC)C2,,,C22H20O11,460.10056146,1.5824999999999994,0,1,1,BTM00022,BTM00022,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00005,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",JPMYFOBNRRGFNO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C22H20O11/c1-30-11-6-12(23)16-13(24)8-14(32-15(16)7-11)9-2-4-10(5-3-9)31-22-19(27)17(25)18(26)20(33-22)21(28)29/h2-8,17-20,22-23,25-27H,1H3,(H,28,29)",QVUHOFWJYQIHJR-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C3)=C(O)C=C(OC)C2,,,C22H20O11,460.10056146,1.5824999999999994,0,1,1,BTM00023,BTM00023,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00005,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",JPMYFOBNRRGFNO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C17H14O5/c1-20-12-7-15(21-2)17-13(19)9-14(22-16(17)8-12)10-3-5-11(18)6-4-10/h3-9,18H,1-2H3",ARICZLGTUHLTFQ-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(OC)C2,"5,7-Dimethoxy-4'-hydroxyflavone
16290-50-9
2-(4-hydroxyphenyl)-5,7-dimethoxychromen-4-one
5,7-Dmhf
DTXSID20167487
4H-1-Benzopyran-4-one, 2-(4-hydroxyphenyl)-5,7-dimethoxy-
RefChem:101384
DTXCID1089978
2-(4-hydroxyphenyl)-5,7-dimethoxy-4h-chromen-4-one
5,7-Dimethoxy-4/'-hydroxyflavone
5,7-Dimethoxyapigenin
SCHEMBL311530
CHEMBL3288426
SCHEMBL29978577
2-(4-Hydroxyphenyl)-5,7-dimethoxy-4H-1-benzopyran-4-one
4'-hydroxy-5,7-dimethoxyflavone
2-(4-hydroxyphenyl)-5,7-dimethoxy-chromen-4-one
Q61329131",161172,C17H14O5,298.084123548,3.5289999999999995,0,0,0,BTM00024,BTM00024,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00005,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",JPMYFOBNRRGFNO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C17H14O5/c1-20-11-5-3-10(4-6-11)15-9-14(19)17-13(18)7-12(21-2)8-16(17)22-15/h3-9,18H,1-2H3",LZERJKGWTQYMBB-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(OC)C2,"5128-44-9
Apigenin 7,4'-dimethyl ether
Apigenin dimethylether
Genkwanin 4'-methyl ether
4',7-Dimethylapigenin
5-hydroxy-7-methoxy-2-(4-methoxyphenyl)chromen-4-one
5-Hydroxy-4',7-dimethoxyflavone
5-Hydroxy-7,4'-dimethoxyflavone
4H-1-Benzopyran-4-one, 5-hydroxy-7-methoxy-2-(4-methoxyphenyl)-
NSC-94547
5-hydroxy-7-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one
CHEBI:2769
DTXSID50199276
RefChem:913433
DTXCID80121767
7,4'-Di-O-methylapigenin
4',7-DIMETHOXY-5-HYDROXYFLAVONE
5-Hydroxy-7-methoxy-2-(4-methoxyphenyl)-4H-chromen-4-one
Apigenin 4',7-dimethyl ether
APIGENIN DIMETHYL ETHER
LVC8MF8MWR
NSC 94547
Flavone, 5-hydroxy-4',7-dimethoxy-
apigenin-7,4'-dimethylether
NSC94547
4,7-dimethoxy-5-hydroxyflavone
Acacetin 7-o-methyl ether
Dimethoxylapigenin
EINECS 225-867-4
Flavone, 5-hydroxy-4,7-dimethoxy-
MFCD00017446
Flavone,7-dimethoxy-
7,4'-dimethylapigenin
7-METHYLACACETIN
UNII-LVC8MF8MWR
Apigenin, 7,4'-dimethyl
apigenin-4',7-dimethylether
Apigenin 7,4-dimethyl ether
apigenin-7,4'-dimethyl ether
CHEMBL350958
orb1301580
SCHEMBL1176691
SCHEMBL5706595
5-Hydroxy-7-methoxy-2-(4-methoxyphenyl)-4-benzopyrone
SCHEMBL29392759
5-hydroxy-4',7-dimethoxyflavon
apigenin 7,4'-di-O-methylether
BDBM23413
HY-N2144R
7,4'-dimethoxy-5-hydroxyflavone
Flavone,5-hydroxy-4-7-dimethoxy
4',7-DI-O-METHYLAPIGENIN
4',7-Dimethoxy-5-hydroxy flavone
5'-Hydroxy-7,4'-dimethoxyflavone
5-Hydroxy-4',7-dimethoxy-flavone
Apigenin-4',7-di-O-methyl ether
5-hydroxyl-7,4'-dimethoxy flavone
HY-N2144
LMPK12111029
NSC815096
s3918
ZB1877
AKOS016009507
7,4'-Di-O-methylapigenin (Standard)
CCG-214072
CS-5798
EBC-466093
FA65396
NSC-815096
AC-34635
BS-17161
DB-118461
NS00032247
F16184
4',7-O-Dimethylapigenin, 4',7-Dimethoxyapigenin
SR-05000002549
SR-05000002549-1
Q23050245
5-hydroxy-7-methoxy-2-(4-methoxyphenyl)-4H-chromen-4-",5281601,C17H14O5,298.084123548,3.5289999999999995,0,0,0,BTM00025,BTM00025,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00005,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",JPMYFOBNRRGFNO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C16H14O5/c1-20-14-6-11(18)7-15-16(14)12(19)8-13(21-15)9-2-4-10(17)5-3-9/h2-8,12,17-19H,1H3",XJDTZUREHVPVNF-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(O)C2,,,C16H14O5,286.084123548,2.1887999999999996,0,1,1,BTM00020,BTM00020,Reduction of carbonyl,BTMR0368,EC 1.1.1.184,HUMAN,BTM00006,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-11(18)7-15-16(14)12(19)8-13(21-15)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",YQABHAHJGSNVQR-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C22H20O11/c1-30-14-6-11(31-22-19(27)17(25)18(26)20(33-22)21(28)29)7-15-16(14)12(24)8-13(32-15)9-2-4-10(23)5-3-9/h2-8,17-20,22-23,25-27H,1H3,(H,28,29)",CDICQBDFRWVZAN-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(OC4OC(C(O)=O)C(C(C4O)O)O)C2,,,C22H20O11,460.10056146,1.5824999999999994,0,1,1,BTM00026,BTM00026,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00006,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-11(18)7-15-16(14)12(19)8-13(21-15)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",YQABHAHJGSNVQR-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C22H20O11/c1-30-14-6-10(23)7-15-16(14)12(24)8-13(32-15)9-2-4-11(5-3-9)31-22-19(27)17(25)18(26)20(33-22)21(28)29/h2-8,17-20,22-23,25-27H,1H3,(H,28,29)",ZIQLTMCWMPLEEQ-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C3)=C(OC)C=C(O)C2,,,C22H20O11,460.10056146,1.5824999999999994,0,1,1,BTM00027,BTM00027,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00006,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-11(18)7-15-16(14)12(19)8-13(21-15)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",YQABHAHJGSNVQR-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C17H14O5/c1-20-12-7-15(21-2)17-13(19)9-14(22-16(17)8-12)10-3-5-11(18)6-4-10/h3-9,18H,1-2H3",ARICZLGTUHLTFQ-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(OC)C2,"5,7-Dimethoxy-4'-hydroxyflavone
16290-50-9
2-(4-hydroxyphenyl)-5,7-dimethoxychromen-4-one
5,7-Dmhf
DTXSID20167487
4H-1-Benzopyran-4-one, 2-(4-hydroxyphenyl)-5,7-dimethoxy-
RefChem:101384
DTXCID1089978
2-(4-hydroxyphenyl)-5,7-dimethoxy-4h-chromen-4-one
5,7-Dimethoxy-4/'-hydroxyflavone
5,7-Dimethoxyapigenin
SCHEMBL311530
CHEMBL3288426
SCHEMBL29978577
2-(4-Hydroxyphenyl)-5,7-dimethoxy-4H-1-benzopyran-4-one
4'-hydroxy-5,7-dimethoxyflavone
2-(4-hydroxyphenyl)-5,7-dimethoxy-chromen-4-one
Q61329131",161172,C17H14O5,298.084123548,3.5289999999999995,0,0,0,BTM00024,BTM00024,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00006,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-11(18)7-15-16(14)12(19)8-13(21-15)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",YQABHAHJGSNVQR-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C17H14O5/c1-20-12-5-3-10(4-6-12)14-9-13(19)17-15(21-2)7-11(18)8-16(17)22-14/h3-9,18H,1-2H3",CYNUHRSKTJZUFW-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(OC)C=C(O)C2,"13698-23-2
7-hydroxy-5-methoxy-2-(4-methoxyphenyl)-4H-chromen-4-one
4H-1-Benzopyran-4-one, 7-hydroxy-5-methoxy-2-(4-methoxyphenyl)-
SPBio_000930
7-hydroxy-5-methoxy-2-(4-methoxyphenyl)chromen-4-one
Spectrum2_000795
BSPBio_002840
SCHEMBL4279323
7-hydroxy-5,4'-dimethoxyflavone
DTXSID80425156
CHEBI:193401
CCG-40173
NCGC00178441-01
7-Hydroxy-5-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one",6728945,C17H14O5,298.084123548,3.5289999999999995,0,0,0,BTM00028,BTM00028,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00006,O1C=2C(C(=O)C=C1C3=CC=C(O)C=C3)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-11(18)7-15-16(14)12(19)8-13(21-15)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",YQABHAHJGSNVQR-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C16H14O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-8,13,17-19H,1H3",SBQMPWUJTLOORV-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(O)C2,,,C16H14O5,286.084123548,2.1887999999999996,0,1,1,BTM00021,BTM00021,Reduction of carbonyl,BTMR0368,EC 1.1.1.184,HUMAN,BTM00007,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-8,17-18H,1H3",DANYIYRPLHHOCZ-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C22H20O11/c1-30-10-4-2-9(3-5-10)14-8-13(24)16-12(23)6-11(7-15(16)32-14)31-22-19(27)17(25)18(26)20(33-22)21(28)29/h2-8,17-20,22-23,25-27H,1H3,(H,28,29)",ZWVNKIJIVBIMSW-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(OC4OC(C(O)=O)C(C(C4O)O)O)C2,,,C22H20O11,460.10056146,1.5824999999999994,0,1,1,BTM00029,BTM00029,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00007,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-8,17-18H,1H3",DANYIYRPLHHOCZ-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C22H20O11/c1-30-11-4-2-9(3-5-11)13-8-12(24)16-14(31-13)6-10(23)7-15(16)32-22-19(27)17(25)18(26)20(33-22)21(28)29/h2-8,17-20,22-23,25-27H,1H3,(H,28,29)",PEHRJWKKJYEDQJ-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C(O)C2,,,C22H20O11,460.10056146,1.5824999999999994,0,1,1,BTM00030,BTM00030,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00007,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-8,17-18H,1H3",DANYIYRPLHHOCZ-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C17H14O5/c1-20-11-5-3-10(4-6-11)15-9-14(19)17-13(18)7-12(21-2)8-16(17)22-15/h3-9,18H,1-2H3",LZERJKGWTQYMBB-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(OC)C2,"5128-44-9
Apigenin 7,4'-dimethyl ether
Apigenin dimethylether
Genkwanin 4'-methyl ether
4',7-Dimethylapigenin
5-hydroxy-7-methoxy-2-(4-methoxyphenyl)chromen-4-one
5-Hydroxy-4',7-dimethoxyflavone
5-Hydroxy-7,4'-dimethoxyflavone
4H-1-Benzopyran-4-one, 5-hydroxy-7-methoxy-2-(4-methoxyphenyl)-
NSC-94547
5-hydroxy-7-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one
CHEBI:2769
DTXSID50199276
RefChem:913433
DTXCID80121767
7,4'-Di-O-methylapigenin
4',7-DIMETHOXY-5-HYDROXYFLAVONE
5-Hydroxy-7-methoxy-2-(4-methoxyphenyl)-4H-chromen-4-one
Apigenin 4',7-dimethyl ether
APIGENIN DIMETHYL ETHER
LVC8MF8MWR
NSC 94547
Flavone, 5-hydroxy-4',7-dimethoxy-
apigenin-7,4'-dimethylether
NSC94547
4,7-dimethoxy-5-hydroxyflavone
Acacetin 7-o-methyl ether
Dimethoxylapigenin
EINECS 225-867-4
Flavone, 5-hydroxy-4,7-dimethoxy-
MFCD00017446
Flavone,7-dimethoxy-
7,4'-dimethylapigenin
7-METHYLACACETIN
UNII-LVC8MF8MWR
Apigenin, 7,4'-dimethyl
apigenin-4',7-dimethylether
Apigenin 7,4-dimethyl ether
apigenin-7,4'-dimethyl ether
CHEMBL350958
orb1301580
SCHEMBL1176691
SCHEMBL5706595
5-Hydroxy-7-methoxy-2-(4-methoxyphenyl)-4-benzopyrone
SCHEMBL29392759
5-hydroxy-4',7-dimethoxyflavon
apigenin 7,4'-di-O-methylether
BDBM23413
HY-N2144R
7,4'-dimethoxy-5-hydroxyflavone
Flavone,5-hydroxy-4-7-dimethoxy
4',7-DI-O-METHYLAPIGENIN
4',7-Dimethoxy-5-hydroxy flavone
5'-Hydroxy-7,4'-dimethoxyflavone
5-Hydroxy-4',7-dimethoxy-flavone
Apigenin-4',7-di-O-methyl ether
5-hydroxyl-7,4'-dimethoxy flavone
HY-N2144
LMPK12111029
NSC815096
s3918
ZB1877
AKOS016009507
7,4'-Di-O-methylapigenin (Standard)
CCG-214072
CS-5798
EBC-466093
FA65396
NSC-815096
AC-34635
BS-17161
DB-118461
NS00032247
F16184
4',7-O-Dimethylapigenin, 4',7-Dimethoxyapigenin
SR-05000002549
SR-05000002549-1
Q23050245
5-hydroxy-7-methoxy-2-(4-methoxyphenyl)-4H-chromen-4-",5281601,C17H14O5,298.084123548,3.5289999999999995,0,0,0,BTM00025,BTM00025,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00007,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-8,17-18H,1H3",DANYIYRPLHHOCZ-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C17H14O5/c1-20-12-5-3-10(4-6-12)14-9-13(19)17-15(21-2)7-11(18)8-16(17)22-14/h3-9,18H,1-2H3",CYNUHRSKTJZUFW-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(OC)C=C(O)C2,"13698-23-2
7-hydroxy-5-methoxy-2-(4-methoxyphenyl)-4H-chromen-4-one
4H-1-Benzopyran-4-one, 7-hydroxy-5-methoxy-2-(4-methoxyphenyl)-
SPBio_000930
7-hydroxy-5-methoxy-2-(4-methoxyphenyl)chromen-4-one
Spectrum2_000795
BSPBio_002840
SCHEMBL4279323
7-hydroxy-5,4'-dimethoxyflavone
DTXSID80425156
CHEBI:193401
CCG-40173
NCGC00178441-01
7-Hydroxy-5-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one",6728945,C17H14O5,298.084123548,3.5289999999999995,0,0,0,BTM00028,BTM00028,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00007,O1C=2C(C(=O)C=C1C3=CC=C(OC)C=C3)=C(O)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-8,17-18H,1H3",DANYIYRPLHHOCZ-UHFFFAOYSA-N,3.278000000000001,284.068473484
